stemming,label,total_weight,word_weights
sekian banyak brand kopi lokal tuku kenang janji_jiwa tanamera,positive,6,"[0, 3, 0, 0, 0, 0, 3, 0, 0]"
janji_jiwa sekarang aku tunggu,positive,3,"[0, 0, 2, 1]"
enya kamar minum kopi kopina bromo cenah jadi sapeupeuting teu sare karek sare subuh,negative,-2,"[0, 0, -3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
jaba asa galau geningan rarasaan teh,positive,4,"[0, 3, 0, 0, 0, 1]"
basa eta ge pernah ngopina ti roti o n janji_jiwa nu model kieu teh,positive,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1]"
mau coklat janji_jiwa kak,positive,5,"[5, 0, 0, 0]"
saus mayo ter enak menang janji_jiwa percaya sama,positive,14,"[0, 0, 0, 5, 4, 0, 2, 3]"
kata kamu pesan janji_jiwa engga,positive,1,"[-1, 0, 2, 0, 0]"
hai teman bri terima kasih tunggu,positive,8,"[3, 0, 0, 2, 2, 1]"
laku kece promo kopi janji_jiwa milik batas kuota,positive,4,"[0, 5, 3, 0, 0, 1, -3, -2]"
teman bri tetap waspada semua akun resmi media sosial bri terverified,positive,9,"[0, 0, 3, 3, -3, 0, 2, 0, 4, 0, 0]"
pengin banget janji_jiwa enggak traktir,positive,1,"[0, 1, 0, 0, 0]"
duduk tepi pantai nikmat angin suara air laut malam seru,positive,5,"[0, -4, 1, 3, 0, 2, -1, 0, -1, 5]"
tunggu sepupu beli kopi buat begadang padahal ujung tetap tidur jam pertama kali masuk janji_jiwa malah tj,positive,1,"[1, 0, 2, 0, 1, -3, 0, -3, 3, 3, 0, 0, 0, -3, 0, 0, 0]"
balai bukan pku,negative,-6,"[-3, -3, 0]"
termpatnya cozy banget kalo pku banyak cuma ruko doang,positive,8,"[0, 0, 1, 0, 0, 3, 3, 0, 1]"
bayar pakai janji_jiwa dd,positive,1,"[1, 0, 0, 0]"
janji_jiwa lmyn lebih,positive,1,"[0, 0, 1]"
janji_jiwa americano honey enak mau hmm,positive,10,"[0, 0, 0, 5, 5, 0]"
promo spesial bri janji_jiwa minum kopi favorit mesti coba,positive,8,"[3, 4, 0, 0, -3, 0, 5, -3, 2]"
eits jangan senang dulu ferguson gali depan antam memang selesai mcd simatupang tepat depan janji_jiwa gali,positive,10,"[0, -3, 5, 0, 0, 0, 1, 0, 4, 2, 0, 0, 0, 1, 0, 0]"
lumayan voucher janji_jiwa,positive,4,"[1, 3, 0]"
habis bimbel lanjut stadidet janji_jiwa enggak ada musala jadi numpang solat alfamidi bjir,positive,11,"[3, 0, 2, 0, 0, 0, 4, 0, 1, 0, 1, 0, 0]"
kan cowok menang janji_jiwa manah gara-gara bikin cv,negative,-3,"[0, 0, 4, 0, -2, -5, 0, 0]"
tiada hari janji_jiwa date meski bilang mau jajan kali post pict deh mam,negative,-1,"[1, 0, 0, 0, -2, 0, 5, 0, 0, 0, 0, 0, -5]"
kemarin adek kelas nikah sekarang adek sepupu meanwhile mikir mau jajan kopi kenang apa janji_jiwa,positive,8,"[0, 1, -3, 2, 0, 1, 0, 0, 2, 5, 0, 0, 3, -3, 0]"
kangen janji_jiwa foodbox hwa,positive,3,"[3, 0, 0, 0]"
fore aman point aman kenang aman rotio aman janji_jiwa aman boikot aman lawson aman gilir tuku mules anjir apa kadar kafein nya lebih sih tuku,positive,3,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 1, -3, 5, 0, 0, 1, 0, 0]"
padahal kayak biasa loh lebih enak janji_jiwa,positive,5,"[0, -3, 2, 0, 1, 5, 0]"
kak sen aplikasi janji_jiwa kan,negative,-4,"[0, 0, -4, 0, 0]"
terus bayar pilih shopeepay langsung diarahin aplikasi shopeepay,negative,-2,"[0, 1, -2, 0, 3, 0, -4, 0]"
janji_jiwa engga enak wkwkkwkwk lebih baik ksk famima,positive,9,"[0, 0, 5, 0, 1, 3, 0, 0]"
markicob janji_jiwa tahun enggak minum kopi janji_jiwa,negative,-3,"[0, 0, 0, 0, -3, 0, 0]"
mingyu janji_jiwa bareng sama mingyu atep mu rec ld,positive,6,"[0, 0, 3, 3, 0, 0, 0, 0, 0]"
bagaimana allah hamba,positive,5,"[0, 5, 0]"
kopi susu kopi kenang tuh nyata enak amp nagih,positive,12,"[0, 0, 0, 3, 0, 4, 5, 0, 0]"
baru coba kemarin pas otw jogja sekarang beli tiga kali,positive,7,"[0, 2, 0, 3, 0, 0, 0, 2, 0, 0]"
lama enggak pernah coba underestimate sama kayak janji_jiwa dulu,negative,-2,"[-4, 0, 0, 2, 0, 3, -3, 0, 0]"
enggak mau coba underestimate trnyt not bad wkwkw,positive,3,"[0, 5, 2, 0, 0, 0, -4, 0]"
mau tau jingle janji_jiwa jiwa toast enggak kakitu koreonya loh,positive,11,"[5, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
kamu minta janji suci sih kan aku jadi tremor,positive,9,"[0, 2, 0, 4, 0, 0, 2, 1, 0]"
coba minta janji_jiwa aku senin,positive,6,"[2, 2, 0, 2, 0]"
kamu bayar soal tadi sistem cod,negative,-4,"[0, 1, -1, 0, -4, 0]"
kopi janji_jiwa buat orang mantap,positive,6,"[0, 0, 1, 0, 5]"
voucher referral janji_jiwa diskon kalau pakai kode referral wyveg,positive,1,"[3, 0, 0, 2, -1, 0, -3, 0, 0]"
bank digital nder sama kayak bank biasa,positive,2,"[0, 0, 0, 3, -3, 0, 2]"
transaksi lumayan banyak promo sini kayak janji_jiwa kopi kenang cgv indomaret dan lain lain,positive,3,"[4, 1, 3, 3, 0, -3, 0, 0, 3, 0, 0, 0, -4, -4]"
anjir keren banget the nuruls pegang rokok biasa janji_jiwa sama toast mie gaco,positive,4,"[1, 0, 1, 0, 0, -2, -3, 2, 0, 3, 4, 0, -2]"
janji_jiwa pap pacar,positive,2,"[0, 0, 2]"
dulu juta jiwa janji_jiwa versi lite americano mas,positive,2,"[0, 2, 0, 0, 0, 0, 0, 0]"
akhir akhir henti stok padahal jadi alternatif rasa lumayan,negative,-3,"[0, 0, -4, -3, 0, 1, 0, 2, 1]"
pakelah hape pintar biar sering potret kopi tugo filosofi kopi flash kopi kopi janji_jiwa hp xiaomi kabut,positive,2,"[0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2]"
es kopi benar benar minum kopi susu sahabat janji_jiwa anjir,positive,6,"[0, 0, 2, 2, -3, 0, 0, 4, 0, 1]"
getting my sanity shot first the morning dalam bahkan janji_jiwa dekat jarak kamu,positive,7,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 3, 0]"
anw tidak biasa baristanya ganteng,positive,1,"[0, -5, 2, 0, 4]"
kalo kopi janji_jiwa kalo seperti sakit jiwa,negative,-6,"[0, 0, 0, 0, -1, -5, 0]"
biar kecil gerai janji_jiwa niaga besar,positive,2,"[1, -3, 0, 0, 0, 4]"
abang sambal hejau kompleks at tijarah uitm puncak alam monfri jom repost adik student uitm palam tau port makan puas bahagia,positive,9,"[0, 0, 0, 0, 0, 0, 0, -3, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3, 4]"
sayang sekali cabang janji_jiwa sini enggak hidupin aplikasi,negative,-2,"[3, -1, 0, 0, 0, 0, 0, -4]"
masalah nih kalau janji_jiwa toilet toko belah bangkelahh,negative,-10,"[-4, 0, -1, 0, 0, 0, -5, 0]"
klopun salah satu aku enggak tahu kayak bagaimana kak kopi walaupun aku bakal tetap lanjut baca jatuh cinta sama janji_jiwa soal terima kasih banyak kak kopi mau luang waktu buat update arlen aksa,positive,29,"[0, -4, 3, 2, 0, 4, -3, 0, 0, 0, 0, 2, 0, 3, 2, 3, 1, 3, 3, 0, -1, 2, 2, 3, 0, 0, 5, 2, 0, 1, 0, 0, -4]"
info promo kali voucher voc diskon maks ribu buat guna baru app aplikasi janji_jiwa jiwa pakai kode referral asaaad cara gampang banget,positive,5,"[-3, 3, 0, 3, 0, 2, 0, 0, 1, 1, 0, 0, -4, 0, 0, 0, -3, 0, 0, 0, 4, 1]"
pesan deh,positive,2,"[2, 0]"
feel free ask zonajajan,positive,3,"[0, 3, 0, 0]"
ngegofood kalau memang jauh banget rumah,positive,3,"[0, -1, 4, -4, 1, 3]"
kayak pizza box mie gaco janji_jiwa tomoro coffee dan lain lain,negative,-11,"[-3, 0, 0, 0, -2, 0, 0, 2, 0, -4, -4]"
kalau beli sendiri jalan rumah sana nya jauh benar menitjam lebih baik gofood,positive,3,"[-1, 2, -3, 0, 3, 0, 0, -4, 2, 0, 1, 3, 0]"
dulu sebut bukan the nuruls lupaa,negative,-3,"[0, 0, -3, 0, 0, 0]"
anjay mobil hasil kerja keras jadi barista janji_jiwa mmf sesefuh femula,positive,4,"[-3, 1, 3, 2, 0, 1, 0, 0, 0, 0, 0]"
terimakasih updet,positive,5,"[5, 0]"
nginget david siapa chatra siapa saking lama baru updet janji_jiwa,negative,-2,"[0, 0, 1, 0, 1, 0, -4, 0, 0, 0]"
harus pakai janji_jiwa,negative,-5,"[-5, 0, 0]"
jauh benar,negative,-2,"[-4, 2]"
janji_jiwa promo diskon guna baru aplikasi jiwa toast cuma anjay cpettt download aplikasi jiwa jangan lupa pakai kode referral mitca voucher diskon,positive,2,"[0, 3, 2, 1, 0, -4, 0, 4, 3, -3, 0, 0, -4, 0, -3, 1, 0, -3, 0, 0, 3, 2]"
janji_jiwa sungai andai,positive,2,"[0, 0, 2]"
lucu hari tidur lrt diturunin cawang terus naik tj lalu mampir dulu janji_jiwa hadeh ribet,positive,4,"[3, 0, 3, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, -4, -4]"
kak se lantai sama cfc se lantai sama janji_jiwa,positive,6,"[0, 0, 0, 3, 0, 0, 0, 3, 0]"
kalian lebih enak kopi kenanganjanji_jiwafore,positive,6,"[0, 1, 5, 0, 0]"
mah tim prasmanan tam bukan janji_jiwa,negative,-7,"[0, -4, 0, 0, -3, 0]"
janji_jiwa fore coffee sih aku kalo pekanbaru,positive,4,"[0, 0, 2, 0, 2, 0, 0]"
mixue sama janji_jiwa enggak mungkin bikin situ sih hahaha,positive,2,"[0, 3, 0, 0, -1, 0, 0, 0, 0]"
coba janji_jiwa buka samping nya terus mixue buka samping nya itung adu mekanik lah ngaoahahhahahahahahaha,negative,-3,"[2, 0, 3, -4, 0, 0, 0, 3, -4, 0, 0, -3, 0, 0, 0]"
siomay lotek makan janji manis mantan beli janji_jiwa aka toast enak bulgogi,positive,14,"[0, 0, 1, 0, 5, -3, 2, 0, 0, 4, 5, 0]"
craving janji_jiwa si toast,positive,4,"[0, 0, 0, 4]"
pakai kode referral ku apps jiwa janji_jiwa biar voucher kode referral janji_jiwa fangox,negative,-2,"[0, -3, 0, 0, 0, 0, 0, 1, 3, -3, 0, 0, 0]"
kan ku balas se janji_jiwa,positive,1,"[0, 0, 1, 0, 0]"
kopi janji_jiwa enak matcha nya,positive,5,"[0, 0, 5, 0, 0]"
we love janji_jiwa,positive,5,"[0, 5, 0]"
paling endingnya beli janji_jiwa tertawa,positive,9,"[2, 0, 2, 0, 5]"
iya padahal banyak lho sekarang ganti lainn kayak indonesia kan tuh macam kayak ayam sabana cfc ayam jatinangor kopi kenang janji_jiwa,positive,3,"[0, 0, 3, 0, 0, 3, 0, -3, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 3, 0]"
padahal produk sama enak loh negara si,positive,11,"[0, 3, 3, 5, 0, 0, 0]"
promo hut baca tahun minum janji_jiwa kopi kenang hingga chatime,positive,6,"[3, 0, 3, 0, -3, 0, 0, 3, 0, 0]"
i love janji_jiwa,positive,5,"[0, 5, 0]"
gabisa kasih rating baca im indecisive,positive,5,"[0, 2, 0, 3, 0, 0]"
tidakkk janji_jiwa tertawa,positive,5,"[0, 0, 5]"
janji_jiwa kali gaco,negative,-2,"[0, 0, -2]"
benar janji_jiwa chatime diskon beli dua,positive,7,"[2, 0, 0, 2, 2, 1]"
tadi beli ramean pakai shopee cuma rp cup,positive,5,"[0, 2, 0, 0, 0, 3, 0, 0]"
dih cuma minum janji_jiwa tengah gelas langsung gemeter mual begini,negative,-1,"[0, 3, -3, 0, 2, 0, 3, 0, -5, -1]"
janji_jiwa makin manis hmmm,positive,7,"[0, 2, 5, 0]"
tetiba pengin chatime sini enggak ada chatime cuma mixue janji_jiwa sama es teh indonesia,positive,8,"[-3, 0, 0, 0, 0, 4, 0, 3, 0, 0, 3, 0, 1, 0]"
janji_jiwa kopi susu paling engga enak dunia,positive,8,"[0, 0, 0, 2, 0, 5, 1]"
mau janji_jiwa ooommm,positive,5,"[5, 0, 0]"
asaalamualaikum bgimana cara ubah rasa kecewa jadi kopi janji_jiwa,positive,3,"[0, 0, 0, 0, 2, 0, 1, 0, 0]"
info promo janji_jiwa event hut baca diskon minum beli toast all variant laku americanolattematcha latte size reguler bayar via qris baca periode feb bantu support like comment repost,positive,20,"[-3, 3, 0, 0, 0, 3, 2, -3, 2, 4, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 3, 4, 0, 0, 0]"
mimiiinn tas makan bekal aku tinggal bis sih kursi bagi paling belakang tas pakai tas janji_jiwa warna krem tali orange isi kotak makan tupperware kuning kotak sama lock n lock,positive,3,"[0, 0, 1, 3, 2, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, -3, 1, 0, -4, -3, 3, -2, 0, -2]"
jangan tinggal catat tanggal februari,negative,-6,"[-3, 1, 0, -4, 0]"
tadi malam pengin toast janji_jiwa amp matcha latte gara iklan lewat,positive,1,"[0, -1, 0, 4, 0, 0, 0, 0, -4, 0, 2]"
lebih baik pakai voucher kopi kenang akun baru voucher janji_jiwa ultah,positive,13,"[1, 3, 0, 3, 0, 3, 0, 0, 3, 0, 0]"
mau roti janji_jiwa deh ah,positive,5,"[5, 0, 0, 0, 0]"
kalo janji_jiwa suka enggak,positive,3,"[0, 0, 3, 0]"
bukan janji_jiwa nun,negative,-3,"[-3, 0, 0]"
mumpung promo janji_jiwa,positive,5,"[2, 3, 0]"
pengin coba matcha latte nya,positive,2,"[0, 2, 0, 0, 0]"
lama minum matcha lattenya kopi kenang,negative,-4,"[-4, -3, 0, 0, 0, 3]"
bakal enak kopi kenang,positive,8,"[0, 5, 0, 3]"
bagi outlet janji_jiwa,positive,2,"[2, 0, 0]"
kopi kenang gaono janji_jiwa kukut,positive,3,"[0, 3, 0, 0, 0]"
semenjak capaw aku suka banget kopi janji_jiwa caramel macchiato turut kopi paling enak muka bumi semenjak engga capaw terus aku coba minum kopi rasa sangat biasa bikin asam lambung naik,positive,19,"[0, 0, 2, 3, 1, 0, 0, 0, 0, -3, 0, 2, 5, 0, 0, 0, 0, 0, 0, 2, 2, -3, 0, 2, 3, 2, 0, -2, 2, 1]"
sur kamu datang lah sini istana,negative,-4,"[0, 0, -4, 0, 0, 0]"
minum kopi angett,negative,-3,"[-3, 0, 0]"
minum janji_jiwa euy,negative,-3,"[-3, 0, 0]"
fuck lah kata mah,negative,-1,"[0, 0, -1, 0]"
rek ndek mjk onok kopi kenang sama janji_jiwa enggak,positive,6,"[0, 0, 0, 0, 0, 3, 3, 0, 0]"
janji_jiwa beli matcha latte gratis,positive,6,"[0, 2, 0, 0, 4]"
padahal aku tuh kerja biasa,positive,6,"[0, 2, 0, 2, 2]"
gaji engga umr umr bos baik sih kadang kasih bonus akhir bulan berkas jadi,positive,15,"[0, 0, 0, 0, 3, 3, 0, 3, 2, 4, 0, -1, 0, 1]"
selalu pinjemin duit sama teman kerja bank tiap hari coffee janji_jiwa gaji umr kota,positive,6,"[0, 0, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, -1]"
janji_jiwa pasar lama,negative,-4,"[0, 0, -4]"
ilovemonday ayo sambut minggu baru penuh semangat bareng janji_jiwa spesial awal pekan bagai menu minum toast favorit semua serba beli gratis loh cek promo lengkap sini,positive,31,"[0, 4, 3, 0, 0, 0, 4, 3, 0, 4, 3, 0, 0, 0, -3, 4, 5, -3, 0, 2, 4, 0, -4, 3, 2, 0]"
janji_jiwa lama enggak sih,negative,-4,"[0, -4, 0, 0]"
jual roti sandwich kan belum,positive,1,"[1, 0, 0, 0, 0]"
sekarang jual apa,negative,-2,"[0, 1, -3]"
diskon matcha frape point coffee janji_jiwa matcha buy free,positive,7,"[2, 0, 0, 0, 2, 0, 0, 0, 3]"
kopi sahabat janji_jiwa nih,positive,4,"[0, 4, 0, 0]"
janji_jiwa arti utang jiwa,negative,-3,"[0, 1, -4, 0]"
seru banget sih,positive,6,"[5, 1, 0]"
mau coffee date sama cia enggak,positive,10,"[5, 2, 0, 3, 0, 0]"
cia sih suka kumpul me time kopi kenang janji_jiwa,positive,6,"[0, 0, 3, 0, 0, 0, 0, 3, 0]"
kalo kamu enggak suka kopi date minum makan kok,positive,1,"[0, 0, 0, 3, 0, 0, -3, 1, 0]"
mau piknik,positive,5,"[5, 0]"
banget manis,positive,6,"[1, 5]"
kak makan seblak sama minum janji_jiwa hari,positive,1,"[0, 1, 0, 3, -3, 0, 0]"
bakmi janji_jiwa enak anjay,positive,2,"[0, 0, 5, -3]"
nyata bakmi janji_jiwa enak,positive,9,"[4, 0, 0, 5]"
kamu janji_jiwa aku lin,positive,2,"[0, 0, 2, 0]"
janji_jiwa lebih murah beli online deh tempat,positive,9,"[0, 1, 3, 2, 0, 0, 3]"
kode referral janji_jiwa pakai kode referral cactto cactto cactto download sekarang aplikasi jiwa playstore appstore,negative,-10,"[-3, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, -4, 0, 0, 0]"
info promo janji_jiwa minggu bantu support like comment repost,positive,7,"[-3, 3, 0, 0, 3, 4, 0, 0, 0]"
tunggu event akbar meet n greet janji_jiwa scbd,positive,1,"[1, 0, 0, 0, 0, 0, 0, 0]"
janji_jiwa selalu jadi tempat me tem paling baik,positive,9,"[0, 0, 1, 3, 0, 0, 2, 3]"
moga engga cuma janji_jiwa,positive,4,"[1, 0, 3, 0]"
kalo menang entar belikan janji_jiwa,positive,3,"[0, 4, 0, -1, 0]"
lumayan mie gaco sama janji_jiwa,positive,2,"[1, 0, -2, 3, 0]"
adaaahh juta jiwa punya janji_jiwa,positive,5,"[0, 2, 0, 3, 0]"
kalo aku neng es jeruk nipis segar,positive,11,"[0, 2, 5, 0, 0, 0, 4]"
engga cuma kopi an standard indonesia bukan memang manies banget,positive,5,"[0, 3, 0, 0, 0, 0, -3, 4, 0, 1]"
tanya info promo kopi kenang janji_jiwa,positive,5,"[2, -3, 3, 0, 3, 0]"
minum nya janji_jiwa,negative,-3,"[-3, 0, 0]"
tomoro dekat rumah masuk enak,positive,6,"[0, 1, 3, -3, 5]"
kopi engga gosong rasa paling sering rasa point janji_jiwa,positive,9,"[0, 0, 0, 2, 2, 3, 2, 0, 0]"
cocok buat mukbang intip promo tarik richeese kopi kenang hingga janji_jiwa,positive,13,"[4, 1, 0, 0, 3, 2, 0, 0, 3, 0, 0]"
kopi susu sahabat janji_jiwa tuh rasa kayak ngemut permen alpenliebe coklat tertawa,positive,8,"[0, 0, 4, 0, 0, 2, -3, 0, 0, 0, 0, 5]"
jangan lupa promo kopi janji_jiwa kopi sahabat ribu,positive,5,"[-3, 1, 3, 0, 0, 0, 4, 0]"
enggak janji_jiwa gerobak sepeda itu banyak tuh pinggir jalan,negative,-7,"[0, 0, -4, 0, -2, 3, 0, -4, 0]"
kayak aku tagih janji_jiwa deh,negative,-4,"[-3, 2, -3, 0, 0]"
indomaret dekat janji_jiwa,positive,1,"[0, 1, 0]"
hoshy as mas mas janji_jiwa terus kalo ngedate pecel lele entar kalo tanggal gaji baru cewenya ajak kimukatsu,negative,-3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, 0, 1, 0]"
maaf gua nih butuh bukti bukan janji_jiwa,negative,-12,"[2, -3, 0, -5, -3, -3, 0]"
jadi nya tadi janji_jiwa hehe,positive,1,"[1, 0, 0, 0, 0]"
ayokk janji_jiwa pejaten yuk tertawa,positive,9,"[0, 0, 0, 4, 5]"
aku rekom toasted chicken katsu curry mayone janji_jiwa kalo banyak neg sih,positive,5,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
lokasi kpps mana amal,positive,4,"[0, 0, 0, 4]"
aku mau kirim janji_jiwa,positive,9,"[2, 5, 2, 0]"
milu cepat kelar deh pusing ribut ucap orang pegawai kantor iphone tangan nyeruput janji_jiwa lupa notifikasi cicil spay later bayar sama pajak makin naik,positive,13,"[0, 3, 3, 0, -4, 4, -2, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 3, -3, 2, 1]"
indah hidup ketidakpedulian,positive,5,"[3, 2, 0]"
kayak kakak aku sipaling kopi janji_jiwa point,negative,-1,"[-3, 0, 2, 0, 0, 0, 0]"
es teh nasi padang kopi janji_jiwa beh i love ips,positive,8,"[0, 1, 2, 0, 0, 0, 0, 0, 5, 0]"
wid janji_jiwa diskon enggak,positive,2,"[0, 0, 2, 0]"
mentok mentok janji_jiwa nek kopi,negative,-10,"[-5, -5, 0, 0, 0]"
kemarin coba cari promo milu beli matcha latte amp smoked beef cheese janji_jiwa engga promo milu,positive,7,"[0, 2, -3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
fyi kemarin janji_jiwa mau klaim promo buyget nya pas kesana kata kopi susu nya enggak avail tertawa,positive,15,"[0, 0, 0, 5, 0, 3, 0, 0, 3, 0, -1, 0, 0, 0, 0, 0, 5]"
kata ku sih kalo memang engga niat asih promo enggak usah share banyak kalo promo kan kayak tipu jatuh,positive,8,"[-1, 0, 0, 0, 4, 0, 0, 3, 3, 0, -5, 0, 3, 0, 3, 0, -3, 0, 1]"
gratis janji_jiwa sih kemarin,positive,4,"[4, 0, 0, 0]"
dompet charger totebag janji_jiwa powerbank hp dompet makeup minyak wangi,positive,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
jujur sih enek tenggorok kayak bagaimana hm lebih enak janji_jiwa sih,positive,3,"[4, 0, -4, 0, -3, 0, 0, 1, 5, 0, 0]"
ayok coba matcha janji_jiwa tertawa,positive,7,"[0, 2, 0, 0, 5]"
kalo makan janji_jiwa toast terus enggak bisa gigit bakal hujat engga,negative,-2,"[0, 1, 0, 4, 0, 0, 0, -2, 0, -5, 0]"
tertawa,positive,5,[5]
tuh han minum kopi janji_jiwa promo matcha tertawa,positive,5,"[0, 0, -3, 0, 0, 3, 0, 5]"
berantemin janji_jiwa doangternyata memang salah nyebut bjirr,negative,-3,"[0, 0, 0, 4, -4, -3, 0]"
point coffee mixed fruit oolong green tea,positive,2,"[0, 2, 0, 0, 0, 0, 0]"
kopi kenang kenang mantan juwarabeans dutch choco janji_jiwa earl grey milk tea,positive,3,"[0, 3, 3, -3, 0, 0, 0, 0, 0, 0, 0, 0]"
excelso cappuccino toraja butterscotch kalau sana beli makanane duit jatuh langit,positive,2,"[0, 0, 0, 0, -1, 0, 2, 0, 0, 1, 0]"
janji_jiwa toast tuna mayo kosong terus memang engga buat apa sih,positive,2,"[0, 4, 0, 0, -4, 0, 4, 0, 1, -3, 0]"
aku kd nongki paling gelas kopi janji_jiwa csga indonesia alfa kopi hati,positive,6,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]"
kak coba kakak jual janji_jiwa duid,positive,3,"[0, 2, 0, 1, 0, 0]"
sempat rencana mau kerja kedai janji_jiwa tadi cuma hujan jadi enggak jadi buah harus,positive,12,"[0, 2, 5, 2, 0, 0, 0, 3, 1, 1, 0, 1, 2, -5]"
janji_jiwa date bareng,positive,3,"[0, 0, 3]"
gila kali,positive,3,"[3, 0]"
baru tonton gadis kretek baru tau kalo kemarin collab sama janji_jiwa pengin coba padahal,positive,3,"[0, -4, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 2, 0]"
sering janji_jiwa ruko margonda solatny deh tempat enggak,positive,6,"[3, 0, 0, 0, 0, 0, 3, 0]"
lebih murah pakai aplikasi janji_jiwa langsung kak gojek sekarang jarang promo,positive,6,"[1, 3, 0, -4, 0, 3, 0, 0, 0, 0, 3]"
pesan makan sama minum aplikasi janji_jiwa kirim pakai gojek bayar pakai shopee,positive,2,"[2, 1, 3, -3, -4, 0, 2, 0, 0, 1, 0, 0]"
kerjasama tim bagus hahaha,positive,1,"[3, -4, 2, 0]"
jujur ku dia jelek banget aku enggak expect bakal dekat banget sama kayak biji,positive,1,"[4, 0, -3, -5, 1, 2, 0, 0, 0, 1, 1, 3, -3, 0]"
kayak ku benar enggak mungkin main sama mbak mbak suka gossip main twitter janji_jiwa meme benar se enggak turns o,positive,10,"[-3, 0, 2, 0, -1, 2, 3, 0, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]"
jam close aku bingung esteh indonesia apa janji_jiwa,negative,-3,"[0, -2, 2, 0, 0, 0, -3, 0]"
nasi uduk amp janji_jiwa,positive,2,"[2, 0, 0, 0]"
kan dawet letooy makanya nyanyi nya lemes biar menjiwain janji_jiwa,positive,1,"[0, 0, 0, 0, 3, 0, -3, 1, 0, 0]"
suka sama kopi kenang,positive,9,"[3, 3, 0, 3]"
janji_jiwa cokelat engga enak dulu,positive,5,"[0, 0, 0, 5, 0]"
janji_jiwa gimanaaa tau,positive,2,"[0, 0, 2]"
arti standar kayak janji_jiwa kopi kenang lah,negative,-1,"[1, -2, -3, 0, 0, 3, 0]"
gerimis mau janji_jiwa malas gerak terus aku pakai fitur app jiwa diskon diskon ongkir lumayan banget,positive,10,"[1, 5, 0, -4, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 1, 1]"
total ribu cuma bayar ribu,positive,4,"[0, 0, 3, 1, 0]"
mau diskon sama bisa download app terus pasuk kode referal aku alzmq thx zonauang diskon,positive,13,"[5, 2, 3, 0, 0, 0, 0, 2, -3, 0, 2, 0, 0, 0, 2]"
kriteria butuh responden milik aplikasi kopi janji_jiwa jiwa responden rupa langgan kopi janji_jiwa pernah laku beli minimal satu kali aplikasi jiwa,negative,-5,"[0, -5, 0, 1, -4, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 2, -3, 3, 0, -4, 0]"
janji_jiwa kopi kenang kopi soe arah kopi tomoro konichiwa,negative,-1,"[0, 0, 3, 0, -5, 1, 0, 0, 0]"
engga kopi tuku kayak kalau sbux mah engga usah omong pernah itung lebih wkwkwkwk,negative,-12,"[0, 0, 0, -3, -1, 0, 0, 0, -5, -4, 0, 0, 1, 0]"
enggak percaya lantai memang janji ku percaya cuman janji_jiwa caramel macchiato kak ditake away,positive,8,"[0, 2, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
janji_jiwa kenang masa tepi hati nama indonesia malah banyak jadi nama kopi,positive,5,"[0, 3, 0, -4, 2, 0, 0, 0, 3, 1, 0, 0]"
kriteria butuh responden milik aplikasi kopi janji_jiwa jiwa responden rupa langgan kopi janji_jiwa pernah laku beli minimal satu kali aplikasi jiwa engga kak,negative,-5,"[0, -5, 0, 1, -4, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 2, -3, 3, 0, -4, 0, 0, 0]"
info promo janji_jiwa toast minum ribu khusus pakai aplikasi janji_jiwa periode hingga januari jangan lupa like bookmark repost,negative,-5,"[-3, 3, 0, 4, -3, 0, 0, 0, -4, 0, 0, 0, 0, -3, 1, 0, 0, 0]"
minat minum kopi janji_jiwa dong,positive,1,"[4, -3, 0, 0, 0]"
tengah januari bulan jajan janji_jiwa,positive,1,"[2, 0, -1, 0, 0]"
